date,authority,alpha_3,alpha_2,population_2018,cases,deaths
2020-04-27,Afghanistan,AFG,AF,37172386.0,68,21
2020-04-26,Afghanistan,AFG,AF,37172386.0,112,4
2020-04-25,Afghanistan,AFG,AF,37172386.0,70,1
2020-04-24,Afghanistan,AFG,AF,37172386.0,105,2
2020-04-23,Afghanistan,AFG,AF,37172386.0,84,4
2020-04-22,Afghanistan,AFG,AF,37172386.0,61,1
2020-04-21,Afghanistan,AFG,AF,37172386.0,35,2
2020-04-20,Afghanistan,AFG,AF,37172386.0,88,3
2020-04-19,Afghanistan,AFG,AF,37172386.0,63,0
2020-04-18,Afghanistan,AFG,AF,37172386.0,51,1
2020-04-17,Afghanistan,AFG,AF,37172386.0,10,4
2020-04-16,Afghanistan,AFG,AF,37172386.0,70,2
2020-04-15,Afghanistan,AFG,AF,37172386.0,49,2
2020-04-14,Afghanistan,AFG,AF,37172386.0,58,3
2020-04-13,Afghanistan,AFG,AF,37172386.0,52,0
2020-04-12,Afghanistan,AFG,AF,37172386.0,34,3
2020-04-11,Afghanistan,AFG,AF,37172386.0,37,0
2020-04-10,Afghanistan,AFG,AF,37172386.0,61,1
2020-04-09,Afghanistan,AFG,AF,37172386.0,56,3
2020-04-08,Afghanistan,AFG,AF,37172386.0,30,4
2020-04-07,Afghanistan,AFG,AF,37172386.0,38,0
2020-04-06,Afghanistan,AFG,AF,37172386.0,29,2
2020-04-05,Afghanistan,AFG,AF,37172386.0,35,1
2020-04-04,Afghanistan,AFG,AF,37172386.0,0,0
2020-04-03,Afghanistan,AFG,AF,37172386.0,43,0
2020-04-02,Afghanistan,AFG,AF,37172386.0,26,0
2020-04-01,Afghanistan,AFG,AF,37172386.0,25,0
2020-03-31,Afghanistan,AFG,AF,37172386.0,27,0
2020-03-30,Afghanistan,AFG,AF,37172386.0,8,1
2020-03-29,Afghanistan,AFG,AF,37172386.0,15,1
2020-03-28,Afghanistan,AFG,AF,37172386.0,16,1
2020-03-27,Afghanistan,AFG,AF,37172386.0,0,0
2020-03-26,Afghanistan,AFG,AF,37172386.0,33,0
2020-03-25,Afghanistan,AFG,AF,37172386.0,2,0
2020-03-24,Afghanistan,AFG,AF,37172386.0,6,1
2020-03-23,Afghanistan,AFG,AF,37172386.0,10,0
2020-03-22,Afghanistan,AFG,AF,37172386.0,0,0
2020-03-21,Afghanistan,AFG,AF,37172386.0,2,0
2020-03-20,Afghanistan,AFG,AF,37172386.0,0,0
2020-03-19,Afghanistan,AFG,AF,37172386.0,0,0
2020-03-18,Afghanistan,AFG,AF,37172386.0,1,0
2020-03-17,Afghanistan,AFG,AF,37172386.0,5,0
2020-03-16,Afghanistan,AFG,AF,37172386.0,6,0
2020-03-15,Afghanistan,AFG,AF,37172386.0,3,0
2020-03-11,Afghanistan,AFG,AF,37172386.0,3,0
2020-03-08,Afghanistan,AFG,AF,37172386.0,3,0
2020-03-02,Afghanistan,AFG,AF,37172386.0,0,0
2020-03-01,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-29,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-28,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-27,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-26,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-25,Afghanistan,AFG,AF,37172386.0,1,0
2020-02-24,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-23,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-22,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-21,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-20,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-19,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-18,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-17,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-16,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-15,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-14,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-13,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-12,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-11,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-10,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-09,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-08,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-07,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-06,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-05,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-04,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-03,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-02,Afghanistan,AFG,AF,37172386.0,0,0
2020-02-01,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-31,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-30,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-29,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-28,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-27,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-26,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-25,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-24,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-23,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-22,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-21,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-20,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-19,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-18,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-17,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-16,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-15,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-14,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-13,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-12,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-11,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-10,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-09,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-08,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-07,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-06,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-05,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-04,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-03,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-02,Afghanistan,AFG,AF,37172386.0,0,0
2020-01-01,Afghanistan,AFG,AF,37172386.0,0,0
2019-12-31,Afghanistan,AFG,AF,37172386.0,0,0
2020-04-27,Albania,ALB,AL,2866376.0,14,1
2020-04-26,Albania,ALB,AL,2866376.0,34,0
2020-04-25,Albania,ALB,AL,2866376.0,15,0
2020-04-24,Albania,ALB,AL,2866376.0,29,0
2020-04-23,Albania,ALB,AL,2866376.0,25,1
2020-04-22,Albania,ALB,AL,2866376.0,25,0
2020-04-21,Albania,ALB,AL,2866376.0,22,0
2020-04-20,Albania,ALB,AL,2866376.0,14,0
2020-04-19,Albania,ALB,AL,2866376.0,9,0
2020-04-18,Albania,ALB,AL,2866376.0,21,0
2020-04-17,Albania,ALB,AL,2866376.0,24,1
2020-04-16,Albania,ALB,AL,2866376.0,19,1
2020-04-15,Albania,ALB,AL,2866376.0,8,1
2020-04-14,Albania,ALB,AL,2866376.0,21,0
2020-04-13,Albania,ALB,AL,2866376.0,13,0
2020-04-12,Albania,ALB,AL,2866376.0,17,0
2020-04-11,Albania,ALB,AL,2866376.0,7,0
2020-04-10,Albania,ALB,AL,2866376.0,9,1
2020-04-09,Albania,ALB,AL,2866376.0,17,0
2020-04-08,Albania,ALB,AL,2866376.0,6,0
2020-04-07,Albania,ALB,AL,2866376.0,16,1
2020-04-06,Albania,ALB,AL,2866376.0,28,2
2020-04-05,Albania,ALB,AL,2866376.0,29,2
2020-04-04,Albania,ALB,AL,2866376.0,27,1
2020-04-03,Albania,ALB,AL,2866376.0,18,1
2020-04-02,Albania,ALB,AL,2866376.0,16,0
2020-04-01,Albania,ALB,AL,2866376.0,20,3
2020-03-31,Albania,ALB,AL,2866376.0,11,2
2020-03-30,Albania,ALB,AL,2866376.0,15,0
2020-03-29,Albania,ALB,AL,2866376.0,11,1
2020-03-28,Albania,ALB,AL,2866376.0,12,3
2020-03-27,Albania,ALB,AL,2866376.0,28,1
2020-03-26,Albania,ALB,AL,2866376.0,23,0
2020-03-25,Albania,ALB,AL,2866376.0,23,1
2020-03-24,Albania,ALB,AL,2866376.0,11,2
2020-03-23,Albania,ALB,AL,2866376.0,13,0
2020-03-22,Albania,ALB,AL,2866376.0,6,0
2020-03-21,Albania,ALB,AL,2866376.0,0,0
2020-03-20,Albania,ALB,AL,2866376.0,11,0
2020-03-19,Albania,ALB,AL,2866376.0,4,1
2020-03-18,Albania,ALB,AL,2866376.0,4,0
2020-03-17,Albania,ALB,AL,2866376.0,9,0
2020-03-16,Albania,ALB,AL,2866376.0,4,0
2020-03-15,Albania,ALB,AL,2866376.0,5,0
2020-03-14,Albania,ALB,AL,2866376.0,10,0
2020-03-13,Albania,ALB,AL,2866376.0,12,0
2020-03-12,Albania,ALB,AL,2866376.0,1,1
2020-03-11,Albania,ALB,AL,2866376.0,4,0
2020-03-10,Albania,ALB,AL,2866376.0,4,0
2020-03-09,Albania,ALB,AL,2866376.0,2,0
2020-04-27,Algeria,DZA,DZ,42228429.0,126,6
2020-04-26,Algeria,DZA,DZ,42228429.0,129,4
2020-04-25,Algeria,DZA,DZ,42228429.0,120,8
2020-04-24,Algeria,DZA,DZ,42228429.0,97,5
2020-04-23,Algeria,DZA,DZ,42228429.0,99,10
2020-04-22,Algeria,DZA,DZ,42228429.0,93,8
2020-04-21,Algeria,DZA,DZ,42228429.0,89,9
2020-04-20,Algeria,DZA,DZ,42228429.0,94,8
2020-04-19,Algeria,DZA,DZ,42228429.0,117,3
2020-04-18,Algeria,DZA,DZ,42228429.0,150,16
2020-04-17,Algeria,DZA,DZ,42228429.0,108,12
2020-04-16,Algeria,DZA,DZ,42228429.0,90,11
2020-04-15,Algeria,DZA,DZ,42228429.0,87,12
2020-04-14,Algeria,DZA,DZ,42228429.0,69,20
2020-04-13,Algeria,DZA,DZ,42228429.0,89,18
2020-04-12,Algeria,DZA,DZ,42228429.0,64,19
2020-04-11,Algeria,DZA,DZ,42228429.0,95,21
2020-04-10,Algeria,DZA,DZ,42228429.0,94,30
2020-04-09,Algeria,DZA,DZ,42228429.0,104,12
2020-04-08,Algeria,DZA,DZ,42228429.0,45,20
2020-04-07,Algeria,DZA,DZ,42228429.0,103,21
2020-04-06,Algeria,DZA,DZ,42228429.0,69,22
2020-04-05,Algeria,DZA,DZ,42228429.0,80,25
2020-04-04,Algeria,DZA,DZ,42228429.0,185,42
2020-04-03,Algeria,DZA,DZ,42228429.0,139,5
2020-04-02,Algeria,DZA,DZ,42228429.0,131,14
2020-04-01,Algeria,DZA,DZ,42228429.0,132,9
2020-03-31,Algeria,DZA,DZ,42228429.0,73,4
2020-03-30,Algeria,DZA,DZ,42228429.0,57,2
2020-03-29,Algeria,DZA,DZ,42228429.0,45,3
2020-03-28,Algeria,DZA,DZ,42228429.0,42,1
2020-03-27,Algeria,DZA,DZ,42228429.0,65,4
2020-03-26,Algeria,DZA,DZ,42228429.0,38,2
2020-03-25,Algeria,DZA,DZ,42228429.0,34,2
2020-03-24,Algeria,DZA,DZ,42228429.0,29,0
2020-03-23,Algeria,DZA,DZ,42228429.0,62,2
2020-03-22,Algeria,DZA,DZ,42228429.0,37,5
2020-03-21,Algeria,DZA,DZ,42228429.0,12,3
2020-03-20,Algeria,DZA,DZ,42228429.0,18,1
2020-03-19,Algeria,DZA,DZ,42228429.0,12,1
2020-03-18,Algeria,DZA,DZ,42228429.0,2,1
2020-03-17,Algeria,DZA,DZ,42228429.0,10,0
2020-03-16,Algeria,DZA,DZ,42228429.0,11,2
2020-03-15,Algeria,DZA,DZ,42228429.0,11,0
2020-03-14,Algeria,DZA,DZ,42228429.0,1,1
2020-03-13,Algeria,DZA,DZ,42228429.0,5,1
2020-03-12,Algeria,DZA,DZ,42228429.0,0,0
2020-03-09,Algeria,DZA,DZ,42228429.0,3,0
2020-03-06,Algeria,DZA,DZ,42228429.0,5,0
2020-03-05,Algeria,DZA,DZ,42228429.0,7,0
2020-03-04,Algeria,DZA,DZ,42228429.0,2,0
2020-03-02,Algeria,DZA,DZ,42228429.0,0,0
2020-03-01,Algeria,DZA,DZ,42228429.0,2,0
2020-02-29,Algeria,DZA,DZ,42228429.0,0,0
2020-02-28,Algeria,DZA,DZ,42228429.0,0,0
2020-02-27,Algeria,DZA,DZ,42228429.0,0,0
2020-02-26,Algeria,DZA,DZ,42228429.0,1,0
2020-02-25,Algeria,DZA,DZ,42228429.0,0,0
2020-02-24,Algeria,DZA,DZ,42228429.0,0,0
2020-02-23,Algeria,DZA,DZ,42228429.0,0,0
2020-02-22,Algeria,DZA,DZ,42228429.0,0,0
2020-02-21,Algeria,DZA,DZ,42228429.0,0,0
2020-02-20,Algeria,DZA,DZ,42228429.0,0,0
2020-02-19,Algeria,DZA,DZ,42228429.0,0,0
2020-02-18,Algeria,DZA,DZ,42228429.0,0,0
2020-02-17,Algeria,DZA,DZ,42228429.0,0,0
2020-02-16,Algeria,DZA,DZ,42228429.0,0,0
2020-02-15,Algeria,DZA,DZ,42228429.0,0,0
2020-02-14,Algeria,DZA,DZ,42228429.0,0,0
2020-02-13,Algeria,DZA,DZ,42228429.0,0,0
2020-02-12,Algeria,DZA,DZ,42228429.0,0,0
2020-02-11,Algeria,DZA,DZ,42228429.0,0,0
2020-02-10,Algeria,DZA,DZ,42228429.0,0,0
2020-02-09,Algeria,DZA,DZ,42228429.0,0,0
2020-02-08,Algeria,DZA,DZ,42228429.0,0,0
2020-02-07,Algeria,DZA,DZ,42228429.0,0,0
2020-02-06,Algeria,DZA,DZ,42228429.0,0,0
2020-02-05,Algeria,DZA,DZ,42228429.0,0,0
2020-02-04,Algeria,DZA,DZ,42228429.0,0,0
2020-02-03,Algeria,DZA,DZ,42228429.0,0,0
2020-02-02,Algeria,DZA,DZ,42228429.0,0,0
2020-02-01,Algeria,DZA,DZ,42228429.0,0,0
2020-01-31,Algeria,DZA,DZ,42228429.0,0,0
2020-01-30,Algeria,DZA,DZ,42228429.0,0,0
2020-01-29,Algeria,DZA,DZ,42228429.0,0,0
2020-01-28,Algeria,DZA,DZ,42228429.0,0,0
2020-01-27,Algeria,DZA,DZ,42228429.0,0,0
2020-01-26,Algeria,DZA,DZ,42228429.0,0,0
2020-01-25,Algeria,DZA,DZ,42228429.0,0,0
2020-01-24,Algeria,DZA,DZ,42228429.0,0,0
2020-01-23,Algeria,DZA,DZ,42228429.0,0,0
2020-01-22,Algeria,DZA,DZ,42228429.0,0,0
2020-01-21,Algeria,DZA,DZ,42228429.0,0,0
2020-01-20,Algeria,DZA,DZ,42228429.0,0,0
2020-01-19,Algeria,DZA,DZ,42228429.0,0,0
2020-01-18,Algeria,DZA,DZ,42228429.0,0,0
2020-01-17,Algeria,DZA,DZ,42228429.0,0,0
2020-01-16,Algeria,DZA,DZ,42228429.0,0,0
2020-01-15,Algeria,DZA,DZ,42228429.0,0,0
2020-01-14,Algeria,DZA,DZ,42228429.0,0,0
2020-01-13,Algeria,DZA,DZ,42228429.0,0,0
2020-01-12,Algeria,DZA,DZ,42228429.0,0,0
2020-01-11,Algeria,DZA,DZ,42228429.0,0,0
2020-01-10,Algeria,DZA,DZ,42228429.0,0,0
2020-01-09,Algeria,DZA,DZ,42228429.0,0,0
2020-01-08,Algeria,DZA,DZ,42228429.0,0,0
2020-01-07,Algeria,DZA,DZ,42228429.0,0,0
2020-01-06,Algeria,DZA,DZ,42228429.0,0,0
2020-01-05,Algeria,DZA,DZ,42228429.0,0,0
2020-01-04,Algeria,DZA,DZ,42228429.0,0,0
2020-01-03,Algeria,DZA,DZ,42228429.0,0,0
2020-01-02,Algeria,DZA,DZ,42228429.0,0,0
2020-01-01,Algeria,DZA,DZ,42228429.0,0,0
2019-12-31,Algeria,DZA,DZ,42228429.0,0,0
2020-04-27,Andorra,AND,AD,77006.0,7,0
2020-04-26,Andorra,AND,AD,77006.0,2,0
2020-04-25,Andorra,AND,AD,77006.0,7,3
2020-04-24,Andorra,AND,AD,77006.0,1,0
2020-04-23,Andorra,AND,AD,77006.0,6,0
2020-04-22,Andorra,AND,AD,77006.0,0,1
2020-04-21,Andorra,AND,AD,77006.0,4,0
2020-04-20,Andorra,AND,AD,77006.0,9,1
2020-04-19,Andorra,AND,AD,77006.0,8,0
2020-04-18,Andorra,AND,AD,77006.0,14,2
2020-04-17,Andorra,AND,AD,77006.0,9,0
2020-04-16,Andorra,AND,AD,77006.0,14,2
2020-04-15,Andorra,AND,AD,77006.0,13,2
2020-04-14,Andorra,AND,AD,77006.0,8,0
2020-04-13,Andorra,AND,AD,77006.0,16,1
2020-04-12,Andorra,AND,AD,77006.0,21,2
2020-04-11,Andorra,AND,AD,77006.0,18,1
2020-04-10,Andorra,AND,AD,77006.0,19,2
2020-04-09,Andorra,AND,AD,77006.0,19,1
2020-04-08,Andorra,AND,AD,77006.0,19,1
2020-04-07,Andorra,AND,AD,77006.0,25,3
2020-04-06,Andorra,AND,AD,77006.0,35,1
2020-04-05,Andorra,AND,AD,77006.0,27,1
2020-04-04,Andorra,AND,AD,77006.0,11,1
2020-04-03,Andorra,AND,AD,77006.0,38,1
2020-04-02,Andorra,AND,AD,77006.0,14,2
2020-04-01,Andorra,AND,AD,77006.0,6,4
2020-03-31,Andorra,AND,AD,77006.0,36,2
2020-03-30,Andorra,AND,AD,77006.0,26,2
2020-03-29,Andorra,AND,AD,77006.0,41,1
2020-03-28,Andorra,AND,AD,77006.0,43,0
2020-03-27,Andorra,AND,AD,77006.0,36,3
2020-03-26,Andorra,AND,AD,77006.0,24,0
2020-03-25,Andorra,AND,AD,77006.0,31,0
2020-03-24,Andorra,AND,AD,77006.0,20,0
2020-03-23,Andorra,AND,AD,77006.0,25,0
2020-03-22,Andorra,AND,AD,77006.0,13,0
2020-03-21,Andorra,AND,AD,77006.0,0,0
2020-03-20,Andorra,AND,AD,77006.0,22,0
2020-03-19,Andorra,AND,AD,77006.0,39,0
2020-03-18,Andorra,AND,AD,77006.0,0,0
2020-03-17,Andorra,AND,AD,77006.0,9,0
2020-03-16,Andorra,AND,AD,77006.0,3,0
2020-03-14,Andorra,AND,AD,77006.0,1,0
2020-03-03,Andorra,AND,AD,77006.0,1,0
2020-04-27,Angola,AGO,AO,30809762.0,1,0
2020-04-26,Angola,AGO,AO,30809762.0,0,0
2020-04-25,Angola,AGO,AO,30809762.0,0,0
2020-04-24,Angola,AGO,AO,30809762.0,1,0
2020-04-23,Angola,AGO,AO,30809762.0,0,0
2020-04-22,Angola,AGO,AO,30809762.0,0,0
2020-04-21,Angola,AGO,AO,30809762.0,0,0
2020-04-20,Angola,AGO,AO,30809762.0,0,0
2020-04-19,Angola,AGO,AO,30809762.0,5,0
2020-04-18,Angola,AGO,AO,30809762.0,0,0
2020-04-17,Angola,AGO,AO,30809762.0,0,0
2020-04-16,Angola,AGO,AO,30809762.0,0,0
2020-04-15,Angola,AGO,AO,30809762.0,0,0
2020-04-14,Angola,AGO,AO,30809762.0,0,0
2020-04-13,Angola,AGO,AO,30809762.0,0,0
2020-04-12,Angola,AGO,AO,30809762.0,0,0
2020-04-11,Angola,AGO,AO,30809762.0,0,0
2020-04-10,Angola,AGO,AO,30809762.0,0,0
2020-04-09,Angola,AGO,AO,30809762.0,2,0
2020-04-08,Angola,AGO,AO,30809762.0,1,0
2020-04-07,Angola,AGO,AO,30809762.0,2,0
2020-04-06,Angola,AGO,AO,30809762.0,4,0
2020-04-05,Angola,AGO,AO,30809762.0,2,0
2020-04-04,Angola,AGO,AO,30809762.0,0,0
2020-04-03,Angola,AGO,AO,30809762.0,0,0
2020-04-02,Angola,AGO,AO,30809762.0,1,0
2020-04-01,Angola,AGO,AO,30809762.0,0,0
2020-03-31,Angola,AGO,AO,30809762.0,0,0
2020-03-30,Angola,AGO,AO,30809762.0,3,2
2020-03-29,Angola,AGO,AO,30809762.0,0,0
2020-03-28,Angola,AGO,AO,30809762.0,1,0
2020-03-27,Angola,AGO,AO,30809762.0,1,0
2020-03-26,Angola,AGO,AO,30809762.0,0,0
2020-03-25,Angola,AGO,AO,30809762.0,0,0
2020-03-24,Angola,AGO,AO,30809762.0,0,0
2020-03-23,Angola,AGO,AO,30809762.0,0,0
2020-03-22,Angola,AGO,AO,30809762.0,2,0
2020-04-27,Anguilla,,AI,,0,0
2020-04-26,Anguilla,,AI,,0,0
2020-04-25,Anguilla,,AI,,0,0
2020-04-24,Anguilla,,AI,,0,0
2020-04-23,Anguilla,,AI,,0,0
2020-04-22,Anguilla,,AI,,0,0
2020-04-21,Anguilla,,AI,,0,0
2020-04-20,Anguilla,,AI,,0,0
2020-04-19,Anguilla,,AI,,0,0
2020-04-18,Anguilla,,AI,,0,0
2020-04-17,Anguilla,,AI,,0,0
2020-04-16,Anguilla,,AI,,0,0
2020-04-15,Anguilla,,AI,,0,0
2020-04-14,Anguilla,,AI,,0,0
2020-04-13,Anguilla,,AI,,0,0
2020-04-12,Anguilla,,AI,,0,0
2020-04-11,Anguilla,,AI,,0,0
2020-04-10,Anguilla,,AI,,0,0
2020-04-09,Anguilla,,AI,,0,0
2020-04-08,Anguilla,,AI,,0,0
2020-04-07,Anguilla,,AI,,0,0
2020-04-06,Anguilla,,AI,,0,0
2020-04-05,Anguilla,,AI,,0,0
2020-04-04,Anguilla,,AI,,0,0
2020-04-03,Anguilla,,AI,,1,0
2020-04-02,Anguilla,,AI,,0,0
2020-04-01,Anguilla,,AI,,0,0
2020-03-31,Anguilla,,AI,,0,0
2020-03-30,Anguilla,,AI,,0,0
2020-03-29,Anguilla,,AI,,0,0
2020-03-28,Anguilla,,AI,,0,0
2020-03-27,Anguilla,,AI,,2,0
2020-04-27,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-26,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-25,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-24,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-23,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-22,Antigua_and_Barbuda,ATG,AG,96286.0,1,0
2020-04-21,Antigua_and_Barbuda,ATG,AG,96286.0,0,1
2020-04-20,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-19,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-18,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-17,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-16,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-15,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-14,Antigua_and_Barbuda,ATG,AG,96286.0,2,0
2020-04-13,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-12,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-11,Antigua_and_Barbuda,ATG,AG,96286.0,2,0
2020-04-10,Antigua_and_Barbuda,ATG,AG,96286.0,4,2
2020-04-09,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-08,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-07,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-06,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-05,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-04,Antigua_and_Barbuda,ATG,AG,96286.0,6,0
2020-04-03,Antigua_and_Barbuda,ATG,AG,96286.0,2,0
2020-04-02,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-04-01,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-03-31,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-03-30,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-03-29,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-03-28,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-03-27,Antigua_and_Barbuda,ATG,AG,96286.0,4,0
2020-03-26,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-03-25,Antigua_and_Barbuda,ATG,AG,96286.0,2,0
2020-03-24,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-03-23,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-03-22,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-03-21,Antigua_and_Barbuda,ATG,AG,96286.0,0,0
2020-03-15,Antigua_and_Barbuda,ATG,AG,96286.0,1,0
2020-04-27,Argentina,ARG,AR,44494502.0,0,1
2020-04-26,Argentina,ARG,AR,44494502.0,344,18
2020-04-25,Argentina,ARG,AR,44494502.0,0,2
2020-04-24,Argentina,ARG,AR,44494502.0,147,6
2020-04-23,Argentina,ARG,AR,44494502.0,144,8
2020-04-22,Argentina,ARG,AR,44494502.0,112,9
2020-04-21,Argentina,ARG,AR,44494502.0,90,8
2020-04-20,Argentina,ARG,AR,44494502.0,102,2
2020-04-19,Argentina,ARG,AR,44494502.0,170,10
2020-04-18,Argentina,ARG,AR,44494502.0,98,7
2020-04-17,Argentina,ARG,AR,44494502.0,128,6
2020-04-16,Argentina,ARG,AR,44494502.0,0,4
2020-04-15,Argentina,ARG,AR,44494502.0,160,7
2020-04-14,Argentina,ARG,AR,44494502.0,69,3
2020-04-13,Argentina,ARG,AR,44494502.0,66,6
2020-04-12,Argentina,ARG,AR,44494502.0,162,7
2020-04-11,Argentina,ARG,AR,44494502.0,81,3
2020-04-10,Argentina,ARG,AR,44494502.0,99,14
2020-04-09,Argentina,ARG,AR,44494502.0,80,5
2020-04-08,Argentina,ARG,AR,44494502.0,87,7
2020-04-07,Argentina,ARG,AR,44494502.0,74,7
2020-04-06,Argentina,ARG,AR,44494502.0,103,3
2020-04-05,Argentina,ARG,AR,44494502.0,186,6
2020-04-04,Argentina,ARG,AR,44494502.0,132,3
2020-04-03,Argentina,ARG,AR,44494502.0,0,3
2020-04-02,Argentina,ARG,AR,44494502.0,167,7
2020-04-01,Argentina,ARG,AR,44494502.0,0,0
2020-03-31,Argentina,ARG,AR,44494502.0,146,4
2020-03-30,Argentina,ARG,AR,44494502.0,75,1
2020-03-29,Argentina,ARG,AR,44494502.0,55,2
2020-03-28,Argentina,ARG,AR,44494502.0,101,5
2020-03-27,Argentina,ARG,AR,44494502.0,87,4
2020-03-26,Argentina,ARG,AR,44494502.0,115,2
2020-03-25,Argentina,ARG,AR,44494502.0,86,2
2020-03-24,Argentina,ARG,AR,44494502.0,35,0
2020-03-23,Argentina,ARG,AR,44494502.0,41,0
2020-03-22,Argentina,ARG,AR,44494502.0,67,1
2020-03-21,Argentina,ARG,AR,44494502.0,30,0
2020-03-20,Argentina,ARG,AR,44494502.0,31,1
2020-03-19,Argentina,ARG,AR,44494502.0,18,0
2020-03-18,Argentina,ARG,AR,44494502.0,14,0
2020-03-17,Argentina,ARG,AR,44494502.0,9,0
2020-03-16,Argentina,ARG,AR,44494502.0,11,0
2020-03-15,Argentina,ARG,AR,44494502.0,11,0
2020-03-14,Argentina,ARG,AR,44494502.0,3,1
2020-03-13,Argentina,ARG,AR,44494502.0,12,0
2020-03-11,Argentina,ARG,AR,44494502.0,7,0
2020-03-09,Argentina,ARG,AR,44494502.0,3,0
