date,authority,alpha_3,alpha_2,population_2018,cases,deaths
2020-01-10,Czechia,CZE,CZ,10625695.0,0,0
2020-01-09,Czechia,CZE,CZ,10625695.0,0,0
2020-01-08,Czechia,CZE,CZ,10625695.0,0,0
2020-01-07,Czechia,CZE,CZ,10625695.0,0,0
2020-01-06,Czechia,CZE,CZ,10625695.0,0,0
2020-01-05,Czechia,CZE,CZ,10625695.0,0,0
2020-01-04,Czechia,CZE,CZ,10625695.0,0,0
2020-01-03,Czechia,CZE,CZ,10625695.0,0,0
2020-01-02,Czechia,CZE,CZ,10625695.0,0,0
2020-01-01,Czechia,CZE,CZ,10625695.0,0,0
2019-12-31,Czechia,CZE,CZ,10625695.0,0,0
2020-04-27,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,17,0
2020-04-26,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,26,0
2020-04-25,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,22,3
2020-04-24,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,17,0
2020-04-23,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,18,0
2020-04-22,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,9,0
2020-04-21,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,18,0
2020-04-20,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,5,0
2020-04-19,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,20,0
2020-04-18,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,20,2
2020-04-17,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,20,1
2020-04-16,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,13,1
2020-04-15,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,19,1
2020-04-14,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,1,0
2020-04-13,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,0,0
2020-04-12,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,11,0
2020-04-11,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,8,0
2020-04-10,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,32,0
2020-04-09,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,3,2
2020-04-08,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,19,0
2020-04-07,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,7,0
2020-04-06,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,0,0
2020-04-05,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,20,5
2020-04-04,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,11,2
2020-04-03,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,0,0
2020-04-02,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,25,3
2020-04-01,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,0,0
2020-03-31,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,17,0
2020-03-30,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,23,2
2020-03-29,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,0,2
2020-03-28,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,4,0
2020-03-27,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,9,1
2020-03-26,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,0,0
2020-03-25,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,19,1
2020-03-24,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,0,0
2020-03-23,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,3,1
2020-03-22,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,9,1
2020-03-21,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,0,0
2020-03-20,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,0,0
2020-03-19,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,11,0
2020-03-18,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,0,0
2020-03-17,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,1,0
2020-03-16,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,0,0
2020-03-15,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,0,0
2020-03-14,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,1,0
2020-03-11,Democratic_Republic_of_the_Congo,COD,CD,84068091.0,1,0
2020-04-27,Denmark,DNK,DK,5797446.0,130,4
2020-04-26,Denmark,DNK,DK,5797446.0,235,15
2020-04-25,Denmark,DNK,DK,5797446.0,137,9
2020-04-24,Denmark,DNK,DK,5797446.0,161,10
2020-04-23,Denmark,DNK,DK,5797446.0,217,14
2020-04-22,Denmark,DNK,DK,5797446.0,180,6
2020-04-21,Denmark,DNK,DK,5797446.0,131,9
2020-04-20,Denmark,DNK,DK,5797446.0,142,9
2020-04-19,Denmark,DNK,DK,5797446.0,169,10
2020-04-18,Denmark,DNK,DK,5797446.0,194,15
2020-04-17,Denmark,DNK,DK,5797446.0,198,12
2020-04-16,Denmark,DNK,DK,5797446.0,170,10
2020-04-15,Denmark,DNK,DK,5797446.0,193,14
2020-04-14,Denmark,DNK,DK,5797446.0,144,12
2020-04-13,Denmark,DNK,DK,5797446.0,178,13
2020-04-12,Denmark,DNK,DK,5797446.0,177,13
2020-04-11,Denmark,DNK,DK,5797446.0,184,10
2020-04-10,Denmark,DNK,DK,5797446.0,233,19
2020-04-09,Denmark,DNK,DK,5797446.0,331,15
2020-04-08,Denmark,DNK,DK,5797446.0,390,16
2020-04-07,Denmark,DNK,DK,5797446.0,312,8
2020-04-06,Denmark,DNK,DK,5797446.0,292,18
2020-04-05,Denmark,DNK,DK,5797446.0,320,22
2020-04-04,Denmark,DNK,DK,5797446.0,371,16
2020-04-03,Denmark,DNK,DK,5797446.0,279,19
2020-04-02,Denmark,DNK,DK,5797446.0,247,14
2020-04-01,Denmark,DNK,DK,5797446.0,283,13
2020-03-31,Denmark,DNK,DK,5797446.0,182,5
2020-03-30,Denmark,DNK,DK,5797446.0,194,7
2020-03-29,Denmark,DNK,DK,5797446.0,155,13
2020-03-28,Denmark,DNK,DK,5797446.0,169,11
2020-03-27,Denmark,DNK,DK,5797446.0,153,7
2020-03-26,Denmark,DNK,DK,5797446.0,133,2
2020-03-25,Denmark,DNK,DK,5797446.0,131,8
2020-03-24,Denmark,DNK,DK,5797446.0,65,11
2020-03-23,Denmark,DNK,DK,5797446.0,69,0
2020-03-22,Denmark,DNK,DK,5797446.0,71,4
2020-03-21,Denmark,DNK,DK,5797446.0,104,3
2020-03-20,Denmark,DNK,DK,5797446.0,36,2
2020-03-19,Denmark,DNK,DK,5797446.0,91,0
2020-03-18,Denmark,DNK,DK,5797446.0,92,3
2020-03-17,Denmark,DNK,DK,5797446.0,57,0
2020-03-16,Denmark,DNK,DK,5797446.0,48,1
2020-03-15,Denmark,DNK,DK,5797446.0,23,0
2020-03-14,Denmark,DNK,DK,5797446.0,128,0
2020-03-13,Denmark,DNK,DK,5797446.0,160,0
2020-03-12,Denmark,DNK,DK,5797446.0,252,0
2020-03-11,Denmark,DNK,DK,5797446.0,151,0
2020-03-10,Denmark,DNK,DK,5797446.0,75,0
2020-03-09,Denmark,DNK,DK,5797446.0,7,0
2020-03-08,Denmark,DNK,DK,5797446.0,8,0
2020-03-07,Denmark,DNK,DK,5797446.0,3,0
2020-03-06,Denmark,DNK,DK,5797446.0,10,0
2020-03-05,Denmark,DNK,DK,5797446.0,2,0
2020-03-04,Denmark,DNK,DK,5797446.0,3,0
2020-03-03,Denmark,DNK,DK,5797446.0,1,0
2020-03-02,Denmark,DNK,DK,5797446.0,1,0
2020-03-01,Denmark,DNK,DK,5797446.0,1,0
2020-02-29,Denmark,DNK,DK,5797446.0,1,0
2020-02-28,Denmark,DNK,DK,5797446.0,0,0
2020-02-27,Denmark,DNK,DK,5797446.0,1,0
2020-02-26,Denmark,DNK,DK,5797446.0,0,0
2020-02-25,Denmark,DNK,DK,5797446.0,0,0
2020-02-24,Denmark,DNK,DK,5797446.0,0,0
2020-02-23,Denmark,DNK,DK,5797446.0,0,0
2020-02-22,Denmark,DNK,DK,5797446.0,0,0
2020-02-21,Denmark,DNK,DK,5797446.0,0,0
2020-02-20,Denmark,DNK,DK,5797446.0,0,0
2020-02-19,Denmark,DNK,DK,5797446.0,0,0
2020-02-18,Denmark,DNK,DK,5797446.0,0,0
2020-02-17,Denmark,DNK,DK,5797446.0,0,0
2020-02-16,Denmark,DNK,DK,5797446.0,0,0
2020-02-15,Denmark,DNK,DK,5797446.0,0,0
2020-02-14,Denmark,DNK,DK,5797446.0,0,0
2020-02-13,Denmark,DNK,DK,5797446.0,0,0
2020-02-12,Denmark,DNK,DK,5797446.0,0,0
2020-02-11,Denmark,DNK,DK,5797446.0,0,0
2020-02-10,Denmark,DNK,DK,5797446.0,0,0
2020-02-09,Denmark,DNK,DK,5797446.0,0,0
2020-02-08,Denmark,DNK,DK,5797446.0,0,0
2020-02-07,Denmark,DNK,DK,5797446.0,0,0
2020-02-06,Denmark,DNK,DK,5797446.0,0,0
2020-02-05,Denmark,DNK,DK,5797446.0,0,0
2020-02-04,Denmark,DNK,DK,5797446.0,0,0
2020-02-03,Denmark,DNK,DK,5797446.0,0,0
2020-02-02,Denmark,DNK,DK,5797446.0,0,0
2020-02-01,Denmark,DNK,DK,5797446.0,0,0
2020-01-31,Denmark,DNK,DK,5797446.0,0,0
2020-01-30,Denmark,DNK,DK,5797446.0,0,0
2020-01-29,Denmark,DNK,DK,5797446.0,0,0
2020-01-28,Denmark,DNK,DK,5797446.0,0,0
2020-01-27,Denmark,DNK,DK,5797446.0,0,0
2020-01-26,Denmark,DNK,DK,5797446.0,0,0
2020-01-25,Denmark,DNK,DK,5797446.0,0,0
2020-01-24,Denmark,DNK,DK,5797446.0,0,0
2020-01-23,Denmark,DNK,DK,5797446.0,0,0
2020-01-22,Denmark,DNK,DK,5797446.0,0,0
2020-01-21,Denmark,DNK,DK,5797446.0,0,0
2020-01-20,Denmark,DNK,DK,5797446.0,0,0
2020-01-19,Denmark,DNK,DK,5797446.0,0,0
2020-01-18,Denmark,DNK,DK,5797446.0,0,0
2020-01-17,Denmark,DNK,DK,5797446.0,0,0
2020-01-16,Denmark,DNK,DK,5797446.0,0,0
2020-01-15,Denmark,DNK,DK,5797446.0,0,0
2020-01-14,Denmark,DNK,DK,5797446.0,0,0
2020-01-13,Denmark,DNK,DK,5797446.0,0,0
2020-01-12,Denmark,DNK,DK,5797446.0,0,0
2020-01-11,Denmark,DNK,DK,5797446.0,0,0
2020-01-10,Denmark,DNK,DK,5797446.0,0,0
2020-01-09,Denmark,DNK,DK,5797446.0,0,0
2020-01-08,Denmark,DNK,DK,5797446.0,0,0
2020-01-07,Denmark,DNK,DK,5797446.0,0,0
2020-01-06,Denmark,DNK,DK,5797446.0,0,0
2020-01-05,Denmark,DNK,DK,5797446.0,0,0
2020-01-04,Denmark,DNK,DK,5797446.0,0,0
2020-01-03,Denmark,DNK,DK,5797446.0,0,0
2020-01-02,Denmark,DNK,DK,5797446.0,0,0
2020-01-01,Denmark,DNK,DK,5797446.0,0,0
2019-12-31,Denmark,DNK,DK,5797446.0,0,0
2020-04-27,Djibouti,DJI,DJ,958920.0,15,0
2020-04-26,Djibouti,DJI,DJ,958920.0,9,0
2020-04-25,Djibouti,DJI,DJ,958920.0,13,0
2020-04-24,Djibouti,DJI,DJ,958920.0,12,0
2020-04-23,Djibouti,DJI,DJ,958920.0,29,0
2020-04-22,Djibouti,DJI,DJ,958920.0,99,0
2020-04-21,Djibouti,DJI,DJ,958920.0,0,0
2020-04-20,Djibouti,DJI,DJ,958920.0,114,0
2020-04-19,Djibouti,DJI,DJ,958920.0,0,0
2020-04-18,Djibouti,DJI,DJ,958920.0,141,0
2020-04-17,Djibouti,DJI,DJ,958920.0,156,0
2020-04-16,Djibouti,DJI,DJ,958920.0,72,0
2020-04-15,Djibouti,DJI,DJ,958920.0,65,0
2020-04-14,Djibouti,DJI,DJ,958920.0,84,0
2020-04-13,Djibouti,DJI,DJ,958920.0,27,0
2020-04-12,Djibouti,DJI,DJ,958920.0,37,1
2020-04-11,Djibouti,DJI,DJ,958920.0,10,0
2020-04-10,Djibouti,DJI,DJ,958920.0,5,1
2020-04-09,Djibouti,DJI,DJ,958920.0,14,0
2020-04-08,Djibouti,DJI,DJ,958920.0,31,0
2020-04-07,Djibouti,DJI,DJ,958920.0,31,0
2020-04-06,Djibouti,DJI,DJ,958920.0,8,0
2020-04-05,Djibouti,DJI,DJ,958920.0,10,0
2020-04-04,Djibouti,DJI,DJ,958920.0,0,0
2020-04-03,Djibouti,DJI,DJ,958920.0,7,0
2020-04-02,Djibouti,DJI,DJ,958920.0,3,0
2020-04-01,Djibouti,DJI,DJ,958920.0,5,0
2020-03-31,Djibouti,DJI,DJ,958920.0,7,0
2020-03-30,Djibouti,DJI,DJ,958920.0,4,0
2020-03-29,Djibouti,DJI,DJ,958920.0,2,0
2020-03-28,Djibouti,DJI,DJ,958920.0,1,0
2020-03-27,Djibouti,DJI,DJ,958920.0,0,0
2020-03-26,Djibouti,DJI,DJ,958920.0,9,0
2020-03-25,Djibouti,DJI,DJ,958920.0,0,0
2020-03-24,Djibouti,DJI,DJ,958920.0,2,0
2020-03-23,Djibouti,DJI,DJ,958920.0,0,0
2020-03-22,Djibouti,DJI,DJ,958920.0,0,0
2020-03-21,Djibouti,DJI,DJ,958920.0,0,0
2020-03-20,Djibouti,DJI,DJ,958920.0,0,0
2020-03-19,Djibouti,DJI,DJ,958920.0,1,0
2020-04-27,Dominica,DMA,DM,71625.0,0,0
2020-04-26,Dominica,DMA,DM,71625.0,0,0
2020-04-25,Dominica,DMA,DM,71625.0,0,0
2020-04-24,Dominica,DMA,DM,71625.0,0,0
2020-04-23,Dominica,DMA,DM,71625.0,0,0
2020-04-22,Dominica,DMA,DM,71625.0,0,0
2020-04-21,Dominica,DMA,DM,71625.0,0,0
2020-04-20,Dominica,DMA,DM,71625.0,0,0
2020-04-19,Dominica,DMA,DM,71625.0,0,0
2020-04-18,Dominica,DMA,DM,71625.0,0,0
2020-04-17,Dominica,DMA,DM,71625.0,0,0
2020-04-16,Dominica,DMA,DM,71625.0,0,0
2020-04-15,Dominica,DMA,DM,71625.0,0,0
2020-04-14,Dominica,DMA,DM,71625.0,0,0
2020-04-13,Dominica,DMA,DM,71625.0,0,0
2020-04-12,Dominica,DMA,DM,71625.0,0,0
2020-04-11,Dominica,DMA,DM,71625.0,0,0
2020-04-10,Dominica,DMA,DM,71625.0,1,0
2020-04-09,Dominica,DMA,DM,71625.0,0,0
2020-04-08,Dominica,DMA,DM,71625.0,0,0
2020-04-07,Dominica,DMA,DM,71625.0,1,0
2020-04-06,Dominica,DMA,DM,71625.0,0,0
2020-04-05,Dominica,DMA,DM,71625.0,0,0
2020-04-04,Dominica,DMA,DM,71625.0,2,0
2020-04-03,Dominica,DMA,DM,71625.0,0,0
2020-04-02,Dominica,DMA,DM,71625.0,1,0
2020-04-01,Dominica,DMA,DM,71625.0,0,0
2020-03-31,Dominica,DMA,DM,71625.0,0,0
2020-03-30,Dominica,DMA,DM,71625.0,0,0
2020-03-29,Dominica,DMA,DM,71625.0,0,0
2020-03-28,Dominica,DMA,DM,71625.0,0,0
2020-03-27,Dominica,DMA,DM,71625.0,4,0
2020-03-26,Dominica,DMA,DM,71625.0,5,0
2020-03-25,Dominica,DMA,DM,71625.0,1,0
2020-03-24,Dominica,DMA,DM,71625.0,0,0
2020-03-23,Dominica,DMA,DM,71625.0,1,0
2020-04-27,Dominican_Republic,DOM,DO,10627165.0,209,5
2020-04-26,Dominican_Republic,DOM,DO,10627165.0,177,6
2020-04-25,Dominican_Republic,DOM,DO,10627165.0,206,2
2020-04-24,Dominican_Republic,DOM,DO,10627165.0,243,5
2020-04-23,Dominican_Republic,DOM,DO,10627165.0,256,15
2020-04-22,Dominican_Republic,DOM,DO,10627165.0,80,10
2020-04-21,Dominican_Republic,DOM,DO,10627165.0,284,9
2020-04-20,Dominican_Republic,DOM,DO,10627165.0,345,9
2020-04-19,Dominican_Republic,DOM,DO,10627165.0,209,17
2020-04-18,Dominican_Republic,DOM,DO,10627165.0,371,4
2020-04-17,Dominican_Republic,DOM,DO,10627165.0,141,7
2020-04-16,Dominican_Republic,DOM,DO,10627165.0,328,6
2020-04-15,Dominican_Republic,DOM,DO,10627165.0,119,6
2020-04-14,Dominican_Republic,DOM,DO,10627165.0,200,4
2020-04-13,Dominican_Republic,DOM,DO,10627165.0,208,38
2020-04-12,Dominican_Republic,DOM,DO,10627165.0,139,9
2020-04-11,Dominican_Republic,DOM,DO,10627165.0,271,8
2020-04-10,Dominican_Republic,DOM,DO,10627165.0,238,10
2020-04-09,Dominican_Republic,DOM,DO,10627165.0,155,10
2020-04-08,Dominican_Republic,DOM,DO,10627165.0,128,12
2020-04-07,Dominican_Republic,DOM,DO,10627165.0,83,4
2020-04-06,Dominican_Republic,DOM,DO,10627165.0,167,5
2020-04-05,Dominican_Republic,DOM,DO,10627165.0,90,9
2020-04-04,Dominican_Republic,DOM,DO,10627165.0,108,8
2020-04-03,Dominican_Republic,DOM,DO,10627165.0,96,3
2020-04-02,Dominican_Republic,DOM,DO,10627165.0,175,6
2020-04-01,Dominican_Republic,DOM,DO,10627165.0,208,9
2020-03-31,Dominican_Republic,DOM,DO,10627165.0,42,3
2020-03-30,Dominican_Republic,DOM,DO,10627165.0,140,11
2020-03-29,Dominican_Republic,DOM,DO,10627165.0,138,8
2020-03-28,Dominican_Republic,DOM,DO,10627165.0,93,10
2020-03-27,Dominican_Republic,DOM,DO,10627165.0,96,0
2020-03-26,Dominican_Republic,DOM,DO,10627165.0,80,4
2020-03-25,Dominican_Republic,DOM,DO,10627165.0,67,3
2020-03-24,Dominican_Republic,DOM,DO,10627165.0,43,0
2020-03-23,Dominican_Republic,DOM,DO,10627165.0,90,0
2020-03-22,Dominican_Republic,DOM,DO,10627165.0,78,1
2020-03-21,Dominican_Republic,DOM,DO,10627165.0,13,2
2020-03-20,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-03-19,Dominican_Republic,DOM,DO,10627165.0,10,0
2020-03-18,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-03-17,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-03-16,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-03-15,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-03-14,Dominican_Republic,DOM,DO,10627165.0,6,0
2020-03-10,Dominican_Republic,DOM,DO,10627165.0,3,0
2020-03-07,Dominican_Republic,DOM,DO,10627165.0,1,0
2020-03-02,Dominican_Republic,DOM,DO,10627165.0,1,0
2020-03-01,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-29,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-28,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-27,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-26,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-25,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-24,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-23,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-22,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-21,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-20,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-19,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-18,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-17,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-16,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-15,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-14,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-13,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-12,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-11,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-10,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-09,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-08,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-07,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-06,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-05,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-04,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-03,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-02,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-02-01,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-31,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-30,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-29,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-28,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-27,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-26,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-25,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-24,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-23,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-22,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-21,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-20,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-19,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-18,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-17,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-16,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-15,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-14,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-13,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-12,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-11,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-10,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-09,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-08,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-07,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-06,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-05,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-04,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-03,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-02,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-01-01,Dominican_Republic,DOM,DO,10627165.0,0,0
2019-12-31,Dominican_Republic,DOM,DO,10627165.0,0,0
2020-04-27,Ecuador,ECU,EC,17084357.0,11536,0
2020-04-26,Ecuador,ECU,EC,17084357.0,0,0
2020-04-25,Ecuador,ECU,EC,17084357.0,0,16
2020-04-24,Ecuador,ECU,EC,17084357.0,333,23
2020-04-23,Ecuador,ECU,EC,17084357.0,452,17
2020-04-22,Ecuador,ECU,EC,17084357.0,270,13
2020-04-21,Ecuador,ECU,EC,17084357.0,660,33
2020-04-20,Ecuador,ECU,EC,17084357.0,446,18
2020-04-19,Ecuador,ECU,EC,17084357.0,572,35
2020-04-18,Ecuador,ECU,EC,17084357.0,225,18
2020-04-17,Ecuador,ECU,EC,17084357.0,367,15
2020-04-16,Ecuador,ECU,EC,17084357.0,255,33
2020-04-15,Ecuador,ECU,EC,17084357.0,74,0
2020-04-14,Ecuador,ECU,EC,17084357.0,63,22
2020-04-13,Ecuador,ECU,EC,17084357.0,209,18
2020-04-12,Ecuador,ECU,EC,17084357.0,96,18
2020-04-11,Ecuador,ECU,EC,17084357.0,2196,25
2020-04-10,Ecuador,ECU,EC,17084357.0,515,30
2020-04-09,Ecuador,ECU,EC,17084357.0,455,22
2020-04-08,Ecuador,ECU,EC,17084357.0,248,29
2020-04-07,Ecuador,ECU,EC,17084357.0,101,11
2020-04-06,Ecuador,ECU,EC,17084357.0,181,8
2020-04-05,Ecuador,ECU,EC,17084357.0,97,27
2020-04-04,Ecuador,ECU,EC,17084357.0,205,25
2020-04-03,Ecuador,ECU,EC,17084357.0,405,0
2020-04-02,Ecuador,ECU,EC,17084357.0,456,41
2020-04-01,Ecuador,ECU,EC,17084357.0,336,17
2020-03-31,Ecuador,ECU,EC,17084357.0,76,4
2020-03-30,Ecuador,ECU,EC,17084357.0,55,10
2020-03-29,Ecuador,ECU,EC,17084357.0,208,7
2020-03-28,Ecuador,ECU,EC,17084357.0,224,7
2020-03-27,Ecuador,ECU,EC,17084357.0,192,5
2020-03-26,Ecuador,ECU,EC,17084357.0,129,2
2020-03-25,Ecuador,ECU,EC,17084357.0,101,9
2020-03-24,Ecuador,ECU,EC,17084357.0,192,4
2020-03-23,Ecuador,ECU,EC,17084357.0,257,7
2020-03-22,Ecuador,ECU,EC,17084357.0,106,0
2020-03-21,Ecuador,ECU,EC,17084357.0,227,4
2020-03-20,Ecuador,ECU,EC,17084357.0,31,0
2020-03-19,Ecuador,ECU,EC,17084357.0,57,1
2020-03-18,Ecuador,ECU,EC,17084357.0,53,0
2020-03-17,Ecuador,ECU,EC,17084357.0,21,0
2020-03-16,Ecuador,ECU,EC,17084357.0,9,0
2020-03-15,Ecuador,ECU,EC,17084357.0,5,1
2020-03-14,Ecuador,ECU,EC,17084357.0,6,1
2020-03-11,Ecuador,ECU,EC,17084357.0,2,0
2020-03-10,Ecuador,ECU,EC,17084357.0,1,0
2020-03-09,Ecuador,ECU,EC,17084357.0,1,0
2020-03-06,Ecuador,ECU,EC,17084357.0,3,0
2020-03-05,Ecuador,ECU,EC,17084357.0,3,0
2020-03-03,Ecuador,ECU,EC,17084357.0,1,0
2020-03-02,Ecuador,ECU,EC,17084357.0,5,0
2020-03-01,Ecuador,ECU,EC,17084357.0,1,0
2020-02-29,Ecuador,ECU,EC,17084357.0,0,0
2020-02-28,Ecuador,ECU,EC,17084357.0,0,0
2020-02-27,Ecuador,ECU,EC,17084357.0,0,0
2020-02-26,Ecuador,ECU,EC,17084357.0,0,0
2020-02-25,Ecuador,ECU,EC,17084357.0,0,0
2020-02-24,Ecuador,ECU,EC,17084357.0,0,0
2020-02-23,Ecuador,ECU,EC,17084357.0,0,0
2020-02-22,Ecuador,ECU,EC,17084357.0,0,0
2020-02-21,Ecuador,ECU,EC,17084357.0,0,0
2020-02-20,Ecuador,ECU,EC,17084357.0,0,0
2020-02-19,Ecuador,ECU,EC,17084357.0,0,0
2020-02-18,Ecuador,ECU,EC,17084357.0,0,0
2020-02-17,Ecuador,ECU,EC,17084357.0,0,0
2020-02-16,Ecuador,ECU,EC,17084357.0,0,0
2020-02-15,Ecuador,ECU,EC,17084357.0,0,0
2020-02-14,Ecuador,ECU,EC,17084357.0,0,0
2020-02-13,Ecuador,ECU,EC,17084357.0,0,0
2020-02-12,Ecuador,ECU,EC,17084357.0,0,0
2020-02-11,Ecuador,ECU,EC,17084357.0,0,0
2020-02-10,Ecuador,ECU,EC,17084357.0,0,0
2020-02-09,Ecuador,ECU,EC,17084357.0,0,0
2020-02-08,Ecuador,ECU,EC,17084357.0,0,0
2020-02-07,Ecuador,ECU,EC,17084357.0,0,0
2020-02-06,Ecuador,ECU,EC,17084357.0,0,0
2020-02-05,Ecuador,ECU,EC,17084357.0,0,0
2020-02-04,Ecuador,ECU,EC,17084357.0,0,0
2020-02-03,Ecuador,ECU,EC,17084357.0,0,0
2020-02-02,Ecuador,ECU,EC,17084357.0,0,0
2020-02-01,Ecuador,ECU,EC,17084357.0,0,0
2020-01-31,Ecuador,ECU,EC,17084357.0,0,0
